Identifiant;n° notice BnF;Type de notice ;Type de document;Localisation;Exemplaire n°;Titre;Auteur;Contributeur;Editeur;Date;Description;Sujet;Couverture;Langue;Format;
http://catalogue.bnf.fr/ark:/12148/cb45594068g | ISBN 9782075085656 | ;45594068;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190101 | ;1;"Logan aime Mary Anne / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2017;"Collection : (Folio junior ; 1788) | Code à barres commercial : EAN 9782075085656 | ";;;fre | français | ;"1 vol. (132 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45594110f | ISBN 9782075074780 | ;45594110;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190136 | ;1;"Lucy est amoureuse / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2017;"Collection : (Folio junior ; 1779) | Code à barres commercial : EAN 9782075074780 | ";;;fre | français | ;"1 vol. (139 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45594330m | ISBN 9782075085502 | ;45594330;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190457 | ;1;"Les nouveaux voisins de Kristy / Ann M. Martin ; traduit de l'anglais par Dominique Laplier et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Laplier, Dominique | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Laplier, Dominique. Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2017;"Collection : (Folio junior ; 1789) | Code à barres commercial : EAN 9782075085502 | ";;;fre | français | ;"1 vol. (138 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb455943329 | ISBN 9782075090780 | ;45594332;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190462 | ;1;"La nouvelle amie de Claudia / Ann M. Martin ; traduit de l'anglais par Dominique Laplier et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Laplier, Dominique | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Laplier, Dominique. Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2017;"Collection : (Folio junior ; 1803) | Code à barres commercial : EAN 9782075090780 | ";;;fre | français | ;"1 vol. (138 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45209682h | ISBN 9782070594368 | ;45209682;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2017-32925 | ;1;"Le secret de Lucy / une bande dessinée de Raina Telgemeier ; [d'après] Ann M. Martin ; couleurs de Braden Lamb ; traduit de l'anglais par Anne Delcourt";Telgemeier, Raina (1977-....). Auteur du texte | Telgemeier, Raina (1977-....) | Martin, Ann M. (1955-....) | ;Martin, Ann M. (1955-....). Auteur adapté;Gallimard jeunesse (Paris);2017;Code à barres commercial : EAN 9782070594368;;;fre | français | ;"1 vol. (140 p.) : ill. en coul. ; 21 cm";
http://catalogue.bnf.fr/ark:/12148/cb45209682h | ISBN 9782070594368 | ;45209682;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190455 | ;2;"Le secret de Lucy / une bande dessinée de Raina Telgemeier ; [d'après] Ann M. Martin ; couleurs de Braden Lamb ; traduit de l'anglais par Anne Delcourt";Telgemeier, Raina (1977-....). Auteur du texte | Telgemeier, Raina (1977-....) | Martin, Ann M. (1955-....) | ;Martin, Ann M. (1955-....). Auteur adapté;Gallimard jeunesse (Paris);2017;Code à barres commercial : EAN 9782070594368;;;fre | français | ;"1 vol. (140 p.) : ill. en coul. ; 21 cm";
http://catalogue.bnf.fr/ark:/12148/cb45594255p | ISBN 9782075104074 | ;45594255;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190330 | ;1;"Le langage secret de Jessica / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2018;"Collection : (Folio junior ; 1824) | Code à barres commercial : EAN 9782075104074 | ";;;fre | français | ;"1 vol. (133 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb455955594 | ISBN 9782075094795 | ;45595559;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-191827 | ;1;"Mallory entre en scène / Ann M. Martin ; traduit de l'anglais par Martine Gosselin et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Gosselin, Martine | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Gosselin, Martine. Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2018;"Collection : (Folio junior ; 1808) | Code à barres commercial : EAN 9782075094795 | ";;;fre | français | ;"1 vol. (136 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45598796m | ISBN 9782075104081 | ;45598796;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-195132 | ;1;"Mary Anne et la malédiction / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2018;"Collection : (Folio junior ; 1825) | Code à barres commercial : EAN 9782075104081 | ";;;fre | français | ;"1 vol. (134 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb455955385 | ISBN 9782075094849 | ;45595538;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-191802 | ;1;"La revanche de Carla / Ann M. Martin ; traduit de l'anglais par Françoise Rose et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Rose, Françoise (1948-....) | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Rose, Françoise (1948-....). Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2018;"Collection : (Folio junior ; 1809) | Code à barres commercial : EAN 9782075094849 | ";;;fre | français | ;"1 vol. (143 p.) : ill. ; 18 cm";
